shortTerm,longTerm,totalReturns,totalTrades,recommendedDifference
23,150,0.070835797082725,22,0.015
23,151,0.070835797082725,24,0.016
25,146,0.070650088276517,21,0.013
26,144,0.070650088276517,20,0.013
26,145,0.070650088276517,20,0.012
24,90,0.070373470803995,30,0.007
24,109,0.070176836746033,97,0.035
25,108,0.070176836746033,101,0.035
25,109,0.070176836746033,99,0.035
23,91,0.070000293127992,30,0.007
25,140,0.069937183554227,61,0.035
23,71,0.069893166896484,6,0.001
21,112,0.069667175118133,91,0.035
21,113,0.069667175118133,90,0.035
21,92,0.069504133367676,25,0.006
26,107,0.069108793551493,104,0.035
27,107,0.069108793551493,104,0.035
20,118,0.06890652653619,82,0.035
24,106,0.068742511786233,108,0.035
25,105,0.068742511786233,109,0.035
22,150,0.068587656351624,16,0.01
22,151,0.068587656351624,16,0.009
23,147,0.068587656351624,16,0.01
25,145,0.068587656351624,16,0.009
26,142,0.068587656351624,15,0.009
26,143,0.068587656351624,15,0.009
21,105,0.068479655570637,107,0.035
21,106,0.068004627399799,100,0.034
22,105,0.068004627399799,104,0.034
22,106,0.068004627399799,101,0.034
23,105,0.068004627399799,104,0.034
25,144,0.067960120001353,23,0.015
26,141,0.067960120001353,23,0.015
22,148,0.06785026953322,19,0.012
20,105,0.067713110783351,94,0.033
20,106,0.067671418842817,90,0.032
25,106,0.067392749814426,107,0.035
27,86,0.067245712871965,27,0.005
24,140,0.06723869776354,59,0.035
20,119,0.06723057344561,80,0.035
21,119,0.06723057344561,82,0.035
28,85,0.067202199983468,29,0.005
29,84,0.067202199983468,30,0.005
21,111,0.067048794897928,92,0.035
22,111,0.067048794897928,91,0.035
23,140,0.066858721367105,59,0.035
24,110,0.066648718085316,95,0.035
23,106,0.066596144577098,97,0.033
22,140,0.066172702549981,56,0.034
26,108,0.066158579557252,101,0.035
23,141,0.066130720712069,57,0.035
29,81,0.066102533734309,35,0.005
21,150,0.066097425395678,21,0.013
22,147,0.066097425395678,20,0.013
22,149,0.066097425395678,20,0.013
20,140,0.065996437685435,58,0.035
23,110,0.065989649577544,89,0.034
20,115,0.065964170407825,88,0.035
24,146,0.065908860590285,23,0.015
20,121,0.065744266836837,79,0.035
25,141,0.065627807114263,21,0.013
25,142,0.065627807114263,21,0.014
24,105,0.065624431404731,106,0.034
25,80,0.065526575154287,18,0.002
27,78,0.065526575154287,24,0.003
22,141,0.065389672181554,54,0.034
24,144,0.065342119468614,24,0.017
24,145,0.065342119468614,24,0.016
21,118,0.065181762847311,82,0.035
25,143,0.065092658396486,18,0.011
21,115,0.064864357465701,87,0.035
28,140,0.064831957439984,16,0.009
29,138,0.064831957439984,16,0.009
29,139,0.064831957439984,15,0.009
20,124,0.064616026993801,75,0.035
20,125,0.064616026993801,70,0.034
27,140,0.064569479674376,59,0.034
28,82,0.064500177017273,28,0.004
21,114,0.064352816451625,83,0.034
26,82,0.064281897442341,35,0.005
27,81,0.064281897442341,36,0.005
21,140,0.064266422949486,59,0.035
21,121,0.064211497210696,82,0.035
23,145,0.063929034109582,19,0.012
23,146,0.063929034109582,20,0.012
24,142,0.063929034109582,20,0.013
24,143,0.063929034109582,19,0.012
26,140,0.063835435865598,59,0.034
22,118,0.063730436206011,83,0.035
23,118,0.063730436206011,85,0.035
21,148,0.063428735236831,22,0.015
21,149,0.063428735236831,22,0.014
20,126,0.06335860871837,75,0.035
21,123,0.06335860871837,80,0.035
21,124,0.06335860871837,77,0.035
20,120,0.063230200962435,77,0.034
22,113,0.063190055426869,89,0.035
23,111,0.063190055426869,92,0.035
23,112,0.063190055426869,91,0.035
23,113,0.063190055426869,90,0.035
24,76,0.063140993340942,8,0.001
23,142,0.063027814555644,54,0.034
23,143,0.062985044606295,22,0.014
23,144,0.062985044606295,22,0.015
24,141,0.062985044606295,22,0.014
25,110,0.062829597240868,96,0.035
20,122,0.06270707173595,77,0.034
22,114,0.06264870625546,87,0.035
24,72,0.062565427798817,8,0.001
24,137,0.062444172672631,62,0.034
24,138,0.062444172672631,62,0.035
25,135,0.062444172672631,64,0.034
25,136,0.062444172672631,63,0.034
21,125,0.062439572226494,76,0.035
22,123,0.062439572226494,80,0.035
22,124,0.062439572226494,77,0.035
20,123,0.062411988603329,68,0.033
22,112,0.062393695621815,84,0.033
22,142,0.062389270687448,56,0.035
20,150,0.062372435298853,26,0.017
21,147,0.062372435298853,25,0.016
23,139,0.062338032848538,62,0.035
24,136,0.062214203053763,65,0.035
29,78,0.061896154826521,48,0.006
24,114,0.061792077306579,87,0.035
21,120,0.061781533354414,81,0.035
22,120,0.061781533354414,82,0.035
22,121,0.061781533354414,81,0.035
26,109,0.061761790578151,98,0.035
23,137,0.061596433999976,58,0.033
23,138,0.061596433999976,59,0.034
24,135,0.061596433999976,60,0.033
22,137,0.061550593705429,62,0.035
23,135,0.061550593705429,63,0.035
26,105,0.061507648307893,110,0.035
23,136,0.061486421489611,60,0.033
20,127,0.061479097476494,73,0.035
21,122,0.061451908128086,80,0.035
22,122,0.061451908128086,81,0.035
21,141,0.061403073223665,54,0.034
20,149,0.061388880661368,17,0.01
20,141,0.061382410846669,55,0.035
20,142,0.061382410846669,54,0.035
22,138,0.061358073560852,60,0.035
22,139,0.061358073560852,60,0.035
22,145,0.061180739085003,21,0.014
22,146,0.061180739085003,21,0.013
26,87,0.06111383744667,21,0.004
22,143,0.061041528363197,23,0.016
22,144,0.061041528363197,23,0.015
23,123,0.06069183460998,81,0.035
25,139,0.0606819559533,62,0.035
26,137,0.0606819559533,63,0.035
26,138,0.0606819559533,63,0.035
20,117,0.060679848485701,85,0.035
21,117,0.060679848485701,83,0.035
24,104,0.060660994865059,110,0.034
25,103,0.060660994865059,112,0.034
25,104,0.060660994865059,113,0.035
27,108,0.060579509737072,100,0.034
23,120,0.060511818344928,84,0.035
20,128,0.060492023791761,66,0.034
20,129,0.060492023791761,67,0.035
21,126,0.060492023791761,76,0.035
21,127,0.060492023791761,72,0.035
20,147,0.060440246319741,18,0.012
20,148,0.060440246319741,18,0.011
20,70,0.060382209751743,7,0.001
20,71,0.060349063551843,6,0.001
29,137,0.060337439828446,17,0.009
26,135,0.060100303854516,64,0.034
22,135,0.05998136047377,57,0.032
22,136,0.05998136047377,57,0.032
26,136,0.05991456422338,65,0.035
21,138,0.059848171231061,56,0.033
22,104,0.059823989454256,100,0.032
23,103,0.059823989454256,103,0.032
23,104,0.059823989454256,106,0.033
24,103,0.059823989454256,107,0.033
22,119,0.059813078184046,80,0.034
23,119,0.059813078184046,82,0.035
21,142,0.059699788950886,55,0.035
24,139,0.059555878489783,56,0.033
25,137,0.059555878489783,58,0.033
25,138,0.059555878489783,57,0.033
22,115,0.059497083583937,86,0.035
24,120,0.059490996137939,83,0.035
24,121,0.059490996137939,80,0.034
25,120,0.059490996137939,84,0.035
22,92,0.059349749048174,52,0.015
24,111,0.059308687472598,90,0.034
24,112,0.059308687472598,87,0.034
21,143,0.059291996177871,54,0.035
27,110,0.059223798832198,99,0.035
22,103,0.058872852979494,97,0.031
23,102,0.058872852979494,101,0.031
23,114,0.058788023884288,87,0.035
27,109,0.058755731468937,97,0.034
22,125,0.05874748993737,78,0.035
22,126,0.05874748993737,77,0.035
23,125,0.05874748993737,78,0.035
23,121,0.058727578034252,76,0.033
23,122,0.058719364571092,82,0.035
24,122,0.058719364571092,82,0.035
24,102,0.058670279704924,116,0.035
24,113,0.058653000573622,86,0.034
25,111,0.058653000573622,89,0.034
22,99,0.05864362299065,82,0.026
26,139,0.058611141035369,62,0.035
27,138,0.058611141035369,64,0.035
21,144,0.058538887062536,26,0.018
21,145,0.058538887062536,26,0.017
21,146,0.058538887062536,26,0.017
25,81,0.058535533286434,39,0.006
21,128,0.0584861086358,68,0.035
21,129,0.0584861086358,66,0.035
26,80,0.058464579484505,40,0.006
21,137,0.058460221576569,59,0.034
21,136,0.058451072976976,61,0.034
25,75,0.05832197440019,9,0.001
21,139,0.058268066080115,57,0.034
25,102,0.058215637252226,109,0.033
20,116,0.058142528968683,80,0.034
21,116,0.058142528968683,82,0.034
21,135,0.05808562796016,54,0.031
27,136,0.058080160860388,66,0.035
27,137,0.058080160860388,65,0.035
24,123,0.058028091578675,80,0.035
25,89,0.057937588153683,32,0.007
28,109,0.057753598918487,101,0.035
26,110,0.057736957893268,92,0.034
25,121,0.057723587157119,84,0.035
20,104,0.057720153690964,103,0.033
21,103,0.057720153690964,106,0.033
21,104,0.057720153690964,104,0.033
22,102,0.057720153690964,108,0.033
26,106,0.057598961567634,107,0.035
27,105,0.057598961567634,109,0.035
23,79,0.057526109804941,22,0.003
24,78,0.057526109804941,24,0.003
27,79,0.057501048611504,45,0.006
27,139,0.057338577136194,17,0.01
28,139,0.057338577136194,17,0.01
24,130,0.057238936494914,67,0.035
26,103,0.057237693224703,114,0.035
27,102,0.057237693224703,117,0.035
28,137,0.057214816057989,20,0.012
28,138,0.057214816057989,20,0.012
25,112,0.057190716172861,90,0.035
25,122,0.057151979921694,82,0.035
20,102,0.057064551968969,71,0.026
22,131,0.057020887540853,65,0.035
22,132,0.057020887540853,65,0.035
27,106,0.057007321706076,105,0.035
24,119,0.056922129231067,83,0.035
25,118,0.056922129231067,84,0.035
25,119,0.056922129231067,82,0.034
28,107,0.056784772111955,104,0.035
29,107,0.056784772111955,104,0.035
22,127,0.056744874558135,74,0.035
20,136,0.056715374468889,56,0.032
20,135,0.056705882361463,58,0.033
27,135,0.056606024869067,62,0.033
24,81,0.056574193405846,44,0.007
23,115,0.056551802801653,87,0.035
22,116,0.056497486106165,85,0.035
22,117,0.056497486106165,85,0.035
23,116,0.056497486106165,86,0.035
20,103,0.056480927815946,62,0.025
23,124,0.056366375078841,75,0.034
29,136,0.05632546197002,13,0.007
20,144,0.056264465141612,22,0.014
20,145,0.056264465141612,21,0.013
20,146,0.056264465141612,22,0.013
25,113,0.056256804715107,89,0.035
26,111,0.056247830864614,94,0.035
21,80,0.056171863375279,16,0.002
24,132,0.056132309619025,66,0.035
25,100,0.056127814415738,121,0.035
24,124,0.056036757978049,78,0.035
25,123,0.056036757978049,80,0.035
25,124,0.056036757978049,80,0.035
20,143,0.056004347986358,53,0.035
25,114,0.055946717335228,88,0.035
20,100,0.055892834831029,84,0.028
23,131,0.055756606147159,66,0.034
23,132,0.055756606147159,66,0.035
23,99,0.055599273165088,94,0.028
24,99,0.055599273165088,95,0.028
25,99,0.055557740692078,118,0.033
20,130,0.055521461364388,64,0.035
24,101,0.055499140289156,116,0.034
24,118,0.055467840774585,78,0.033
20,137,0.055300815060936,57,0.033
20,138,0.055300815060936,57,0.033
20,139,0.055300815060936,57,0.034
21,101,0.055297621776259,71,0.025
21,131,0.055219688404019,62,0.033
23,130,0.055188597084121,68,0.035
24,129,0.055188597084121,72,0.035
26,104,0.055186858422038,108,0.034
29,79,0.055156588866528,45,0.006
28,136,0.055071286705633,67,0.035
29,135,0.055071286705633,69,0.035
25,101,0.055042075720669,105,0.032
20,101,0.054992683347163,70,0.025
21,100,0.054992683347163,73,0.025
25,129,0.05489565619639,73,0.035
21,130,0.054725385619467,64,0.034
28,79,0.054627450652455,46,0.006
25,134,0.054579133278929,67,0.035
21,102,0.054460209533806,100,0.031
23,100,0.054460209533806,109,0.032
23,92,0.054450605170693,58,0.017
22,100,0.054373987113342,72,0.024
28,108,0.054282697908828,102,0.035
25,131,0.054257742604733,68,0.035
25,132,0.054210165517192,66,0.034
26,131,0.054210165517192,68,0.035
22,101,0.054188346508305,90,0.029
27,101,0.053979755900246,116,0.034
26,132,0.053972276449588,66,0.034
23,129,0.053936395494735,64,0.033
23,126,0.053927020044123,77,0.035
28,135,0.053912679043315,65,0.034
23,101,0.053909721428185,97,0.03
23,77,0.053806763954842,9,0.001
28,99,0.053774997873646,120,0.034
27,103,0.05373311393502,116,0.035
21,99,0.053687163326686,60,0.022
24,125,0.053501520796594,78,0.035
25,125,0.053501520796594,79,0.035
24,115,0.053488198508264,87,0.035
25,115,0.053488198508264,89,0.035
26,119,0.053455936864783,86,0.035
26,120,0.053455936864783,84,0.035
26,121,0.053455936864783,82,0.035
27,118,0.053455936864783,85,0.035
27,119,0.053455936864783,85,0.035
23,134,0.053448921226837,64,0.035
23,81,0.053435120334342,15,0.002
25,127,0.053421900243269,68,0.034
25,128,0.053421900243269,67,0.034
24,133,0.053401344139296,64,0.034
24,134,0.053401344139296,63,0.034
21,132,0.053347031692995,63,0.034
22,130,0.053347031692995,64,0.033
23,128,0.053347031692995,66,0.034
20,132,0.053311156569798,63,0.035
26,99,0.053149398778193,125,0.035
27,99,0.053149398778193,127,0.035
28,105,0.053145747880833,108,0.035
25,90,0.053118972019715,34,0.008
22,128,0.053071363808666,66,0.034
23,127,0.053071363808666,73,0.035
23,133,0.052982660687076,66,0.035
27,104,0.05296079960156,112,0.035
25,130,0.052864749720743,66,0.034
24,131,0.052815307206312,62,0.033
24,91,0.052789203553595,34,0.008
27,121,0.052783002610725,85,0.035
20,93,0.052600383677283,27,0.007
22,79,0.052515502208442,21,0.003
22,129,0.052505715769063,61,0.032
20,99,0.052505479818346,59,0.022
26,118,0.052461084236778,81,0.034
26,112,0.052330237739091,92,0.035
26,113,0.052330237739091,90,0.035
27,111,0.052330237739091,92,0.034
27,112,0.052330237739091,91,0.035
28,132,0.052287048304831,69,0.035
26,133,0.05227788150381,69,0.035
27,133,0.05227788150381,69,0.035
24,100,0.052213456796168,114,0.033
22,76,0.052049719769022,8,0.001
23,117,0.051981957754366,84,0.035
24,116,0.051981957754366,84,0.034
24,127,0.051939362100296,64,0.033
20,131,0.051893002003477,59,0.032
26,134,0.051837801608476,66,0.034
27,132,0.051821760875598,68,0.035
27,120,0.051738084660041,80,0.034
29,99,0.051717746485377,123,0.034
29,100,0.051704004064377,124,0.035
27,134,0.051691104812587,66,0.034
27,130,0.051688539948624,71,0.035
27,131,0.051688539948624,70,0.035
28,130,0.051688539948624,73,0.035
29,109,0.051666078126319,101,0.035
24,128,0.051664489763934,68,0.034
29,134,0.05161841742598,18,0.01
26,102,0.051600941633658,108,0.033
22,134,0.051569338490429,60,0.033
23,98,0.051368052308255,83,0.025
24,96,0.051368052308255,88,0.025
26,122,0.051357340025033,82,0.035
25,133,0.051279374091852,65,0.034
25,126,0.05120820776005,78,0.035
22,98,0.05119176147948,85,0.026
28,101,0.05118562681073,119,0.035
28,102,0.05118562681073,117,0.035
29,101,0.05118562681073,121,0.035
23,95,0.05117413531197,90,0.025
21,70,0.051154691892864,6,0.001
21,93,0.051061959060376,28,0.007
28,110,0.050926662473422,95,0.035
27,100,0.050792797854518,115,0.033
20,133,0.050494720623691,63,0.034
26,130,0.050471693545616,66,0.034
26,100,0.050449155713646,108,0.032
26,101,0.050449155713646,107,0.032
21,133,0.050419221261525,64,0.035
21,134,0.050419221261525,63,0.035
24,117,0.050388713604166,87,0.035
23,97,0.050252303856931,85,0.025
24,95,0.050252303856931,89,0.025
26,128,0.05017503845903,75,0.035
26,129,0.05017503845903,73,0.035
28,106,0.050135156383095,107,0.035
29,108,0.049964703692963,100,0.034
28,100,0.049821304865498,117,0.034
24,98,0.049803268447967,97,0.028
25,97,0.049803268447967,101,0.028
22,133,0.04979203002152,63,0.034
28,133,0.049692409932823,70,0.035
29,110,0.049596618846105,99,0.035
28,134,0.04933484173901,68,0.035
28,103,0.049264389030888,115,0.035
28,131,0.049224009063045,71,0.035
29,130,0.049224009063045,74,0.035
27,113,0.049187954080428,90,0.035
29,131,0.049138372483411,69,0.034
29,121,0.049077910976218,87,0.035
23,96,0.048983740474092,87,0.025
25,117,0.048861678567532,86,0.035
21,98,0.048808639465362,68,0.023
22,96,0.048808639465362,75,0.023
22,97,0.048808639465362,73,0.023
29,132,0.048767262488832,68,0.034
24,97,0.048751854581746,88,0.025
25,95,0.048751854581746,93,0.025
25,96,0.048751854581746,91,0.025
20,134,0.048729874605405,64,0.035
25,98,0.048707977561177,95,0.027
25,71,0.048691114481759,7,0.001
26,70,0.048691114481759,7,0.001
26,123,0.048641740545877,79,0.035
29,98,0.048540724505341,125,0.034
28,119,0.04826932196693,86,0.035
28,120,0.04826932196693,85,0.035
28,121,0.04826932196693,82,0.034
29,118,0.04826932196693,86,0.035
29,119,0.04826932196693,85,0.034
24,126,0.04823647731683,72,0.034
27,114,0.048156895103622,89,0.035
20,96,0.048089045973781,52,0.018
27,98,0.048042788186443,130,0.035
28,129,0.047989643107846,69,0.034
27,129,0.047950091359635,74,0.035
28,128,0.047950091359635,76,0.035
20,98,0.047695439931515,110,0.031
21,97,0.047695439931515,114,0.031
26,90,0.047689223711045,35,0.008
21,95,0.047541509019613,64,0.021
27,128,0.047505101185311,77,0.035
27,97,0.04750422304688,116,0.031
26,115,0.047355345508247,87,0.035
27,96,0.047223661623307,113,0.03
23,93,0.047198498641091,54,0.016
24,92,0.047198498641091,57,0.016
26,95,0.047069920975238,106,0.028
28,118,0.047006574613138,81,0.034
29,120,0.046967865619787,82,0.034
26,98,0.046928049411675,121,0.033
20,97,0.046868722795241,58,0.02
20,95,0.046755063119177,54,0.018
27,122,0.046729079193288,79,0.034
27,123,0.046638661130312,81,0.035
28,98,0.046523638944918,116,0.032
26,114,0.046409646637709,85,0.034
29,105,0.046361378408254,110,0.035
29,133,0.046217608272703,71,0.035
26,127,0.045960222205066,71,0.034
27,127,0.045960222205066,73,0.034
29,104,0.045851441327166,114,0.035
26,126,0.045826436334551,77,0.035
27,126,0.045826436334551,77,0.035
28,111,0.045813539013188,95,0.035
21,96,0.045685724275586,67,0.022
22,95,0.045685724275586,70,0.022
25,94,0.045573342842783,101,0.026
28,123,0.045470702886729,80,0.035
28,124,0.045470702886729,80,0.035
29,123,0.045470702886729,82,0.035
25,116,0.045274263015001,84,0.034
29,102,0.045226314772965,118,0.035
29,103,0.045226314772965,114,0.035
29,128,0.045201043045048,77,0.035
29,129,0.045201043045048,70,0.034
23,74,0.045148995366753,22,0.003
29,97,0.045091532377297,124,0.033
24,93,0.045014850336702,55,0.016
28,122,0.044809652995741,83,0.035
26,96,0.04476832429764,101,0.027
27,95,0.04476832429764,104,0.027
24,94,0.044576160060103,94,0.025
29,106,0.044324179374563,103,0.034
26,124,0.044309610729453,80,0.035
27,124,0.044309610729453,80,0.035
28,104,0.044139098754393,109,0.034
22,93,0.044032515888538,50,0.015
27,115,0.044015995574232,86,0.034
22,72,0.043986260225468,18,0.003
27,117,0.043920599544486,87,0.035
28,96,0.043850800611596,121,0.032
29,95,0.043850800611596,121,0.031
29,96,0.043850800611596,121,0.032
29,122,0.043782705296299,84,0.035
26,97,0.043672560023331,99,0.027
28,126,0.043644716547905,79,0.035
28,127,0.043644716547905,74,0.034
29,127,0.043644716547905,79,0.035
25,91,0.043370859346287,39,0.009
25,92,0.043370859346287,38,0.009
25,93,0.043160895534611,95,0.025
28,97,0.043062882513973,115,0.031
28,112,0.042706349776881,93,0.035
28,113,0.042706349776881,90,0.035
29,112,0.042706349776881,95,0.035
28,95,0.042641283918919,115,0.03
26,117,0.042506380420582,83,0.034
26,116,0.042505817969197,88,0.035
27,125,0.042474407343752,78,0.035
28,125,0.042474407343752,79,0.035
29,124,0.042474407343752,81,0.035
29,125,0.042474407343752,77,0.034
29,126,0.042474407343752,69,0.033
29,114,0.04238026135075,89,0.035
23,94,0.042135729814136,101,0.027
29,86,0.042042138411955,25,0.005
28,115,0.041983302662897,88,0.035
28,114,0.041362852727775,84,0.034
26,125,0.041328631044205,72,0.034
27,116,0.04114443869743,85,0.034
27,87,0.041094190460638,34,0.006
27,93,0.040934302659408,113,0.028
27,94,0.040934302659408,110,0.028
22,94,0.040885603149982,78,0.023
22,75,0.040737272657568,20,0.003
29,113,0.040423393646933,93,0.035
29,115,0.040121368117793,89,0.035
21,94,0.039480352902876,58,0.018
28,80,0.039322459146273,49,0.007
26,88,0.039280758336711,32,0.006
26,94,0.039217674735612,106,0.027
26,93,0.038929112717405,102,0.026
28,86,0.038861455915444,27,0.005
29,85,0.038861455915444,28,0.005
29,111,0.038759778132273,93,0.034
29,117,0.038758249280036,88,0.035
29,94,0.038564262902526,123,0.031
28,117,0.038433751310284,14,0.007
29,116,0.038433751310284,14,0.007
28,116,0.038428145358579,17,0.009
23,73,0.038238067952236,14,0.002
28,78,0.038173314684699,58,0.008
20,94,0.038157326988429,55,0.017
28,94,0.038024857836165,118,0.03
29,93,0.038024857836165,122,0.03
27,90,0.036764324512863,44,0.01
20,75,0.036609347231914,11,0.002
24,75,0.036372903064675,9,0.001
25,74,0.036372903064675,9,0.001
26,72,0.036372903064675,9,0.001
26,73,0.036372903064675,8,0.001
26,89,0.036330080970304,34,0.007
27,92,0.036201059708078,83,0.022
28,93,0.035728442984639,109,0.027
21,79,0.035354083489993,33,0.005
20,79,0.032581097208489,26,0.004
26,92,0.032578380975658,67,0.019
27,91,0.031355442982036,79,0.021
28,87,0.031104189369978,37,0.007
24,70,0.031082801251908,14,0.002
29,92,0.030538880789489,110,0.027
28,92,0.029970380907873,94,0.024
29,80,0.029384934905071,29,0.004
26,91,0.028498879838163,37,0.009
27,88,0.028198231285083,79,0.019
22,78,0.027266203299941,29,0.004
20,78,0.02706487357856,42,0.007
27,89,0.026942896160231,39,0.008
29,90,0.026657255293786,101,0.024
29,73,0.026613042053907,72,0.009
21,71,0.026440328379,11,0.002
29,87,0.026379215771236,31,0.006
28,81,0.025917150727304,29,0.004
27,76,0.025005427529842,59,0.008
27,77,0.024358229832336,56,0.008
28,74,0.024304677025637,68,0.009
28,88,0.024212977954233,30,0.006
29,72,0.024207832067202,69,0.008
29,74,0.024156910316633,68,0.008
27,73,0.02387310940039,74,0.01
29,77,0.023677144052548,54,0.007
29,91,0.022913401457042,98,0.024
28,90,0.022775438797479,88,0.022
26,75,0.022159665412016,63,0.009
28,91,0.022136463884092,86,0.022
28,73,0.022027720194548,74,0.01
27,75,0.021902602755608,64,0.009
25,73,0.021823304395321,73,0.011
25,76,0.021356525267736,63,0.01
28,77,0.021290452266592,55,0.007
29,75,0.021126851802967,65,0.008
27,74,0.02109003180933,72,0.01
28,70,0.02102581444537,45,0.005
29,70,0.020680314682834,56,0.006
27,71,0.020268955672879,87,0.011
24,77,0.019941426833388,54,0.009
29,88,0.019907889737235,90,0.021
28,75,0.019822152189737,64,0.008
26,76,0.019760358692852,61,0.009
24,74,0.019745537296927,69,0.011
29,76,0.019671529022449,50,0.006
25,72,0.01948361192406,84,0.012
29,89,0.019234719713803,104,0.024
27,72,0.019139765382185,82,0.011
26,74,0.018843408132123,68,0.01
24,73,0.018166198120005,76,0.012
28,76,0.017991852627388,62,0.008
28,71,0.017976623499779,87,0.011
29,71,0.017535885258343,54,0.006
27,70,0.017282119202136,94,0.012
28,72,0.016914110412535,82,0.011
28,89,0.016882240577178,87,0.021
26,77,0.016818245574506,54,0.008
21,77,0.01677258254748,19,0.003
26,71,0.016751846405079,95,0.013
24,71,0.016324655972447,90,0.013
20,77,0.016163356358718,64,0.013
22,71,0.015964807918842,6,0.001
25,70,0.014838948811211,57,0.008
20,76,0.014610567204625,29,0.005
25,77,0.013710930563232,19,0.002
22,70,0.012298487528329,23,0.004
